run_id,question_set,question_type,model,vendor,access,n_questions,system,recall,complete,mrr,acc,faith,rel,mean_in_tok,mean_out_tok,mean_latency_ms,total_cost_usd,cost_per_100q_usd,n_errors,error_rate
2026-07-17_02:43:26,questions_publaynet_figures_caption,figure,llama4-scout,Meta/DeepInfra,open,35,baseline,0.0,0.0,0.0,0.143,0.371,0.657,451.0,59.3,1946.3,0.001886,0.0054,0,0.0
2026-07-17_02:43:26,questions_publaynet_figures_caption,figure,llama4-scout,Meta/DeepInfra,open,35,+KG,0.0,0.0,0.0,0.2,0.4,0.571,477.5,65.5,1973.7,0.002024,0.0058,0,0.0
2026-07-17_02:43:26,questions_publaynet_figures_caption,figure,llama4-scout,Meta/DeepInfra,open,35,+multimodal,0.257,0.257,0.186,0.257,0.143,0.543,869.1,122.6,3455.2,0.003721,0.0106,0,0.0
2026-07-17_02:43:26,questions_publaynet_figures_caption,figure,llama4-scout,Meta/DeepInfra,open,35,+both,0.257,0.257,0.186,0.2,0.143,0.657,899.7,133.1,4116.4,0.003916,0.0112,0,0.0
